unit,na_item,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 
CLV15_MEUR,P6_S2111,PT	51002.6 p	45557.4 	54005.9 	51610.7 	48023.4 	44406.6 	41694.7 	38349.1 	36936.5 	34915.7 	35819.0 	34188.4 	31187.4 	35233.5 	36120.6 	34032.8 	30901.5 	30752.3 	29259.4 	28143.9 	27132.3 	26340.8 	24622.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2111,RO	52362.7 p	48180.5 	52734.9 	50388.8 	47344.2 	43064.4 	36374.2 	33667.5 	30518.3 	24857.0 	24740.8 	22551.2 	20481.5 	20519.3 	17994.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2111,RS	10073.8 p	8598.6 	9330.3 	8543.4 	8025.8 	7802.9 	7131.5 	6699.2 	6230.5 	5219.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2111,SE	92098.7 	85059.0 	91288.1 	89329.0 	84962.9 	81199.1 	77790.5 	75144.5 	72301.2 	69450.1 	69512.8 	66173.0 	59609.5 	71093.7 	71379.9 	67320.7 	62537.2 	59775.8 	53850.1 	46033.8 	45406.1 	45342.6 	40896.4 	38603.5 	35481.0 	31162.7 	29821.3 	26618.1 	23276.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2111,SI	22240.6 	19268.8 	21589.5 	20946.5 	19502.9 	17165.9 	16369.7 	15531.1 	14578.4 	14281.3 	14434.9 	13352.6 	11945.5 	13760.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2111,SK	42645.7 	38950.3 	41562.0 	41130.4 	37315.7 	35987.5 	32787.5 	31040.3 	29948.9 	28281.4 	26661.2 	24605.4 	21301.8 	25274.3 	25915.6 	22526.4 	17664.8 	18338.2 	14558.6 	11675.1 	11120.7 	9565.7 	9044.6 	7918.3 	6307.3 	4886.2 	4464.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2111,UK	: 	: 	305369.4 	315209.4 	306103.9 	284592.0 	273954.3 	265694.5 	264227.9 	267803.6 	276154.2 	262159.3 	253655.8 	283285.5 	290637.6 	319359.6 	269163.9 	251414.1 	247076.4 	252477.0 	247821.6 	237782.3 	220815.9 	211794.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,AT	29231.8 	26683.9 	37379.2 	34469.6 	31786.4 	31161.1 	30667.5 	32738.8 	29735.2 	28694.6 	29733.2 	29422.0 	24158.4 	36913.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,BE	30835.3 p	29121.6 p	55241.9 	54126.2 	55281.1 	53242.4 	51152.5 	48476.2 	44019.2 	41848.7 	41985.1 	40559.6 	38138.1 	42448.8 	42540.0 	43966.4 	40628.6 	37940.4 	34834.5 	35475.4 	34700.1 	33429.0 	29669.3 	1511.7 	1589.8 	1582.6 	1593.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,BG	6314.7 	5792.4 	7631.8 	7256.2 	6747.4 	6530.8 	5923.5 	5055.7 	4544.3 	4169.7 	4540.5 	3941.8 	3874.3 	4108.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,CY	1334.0 p	799.7 p	3133.6 	3578.0 	3236.9 	3331.3 	2948.3 	2773.5 	2254.5 	2591.6 	2730.5 	2634.7 	2610.4 	3056.1 	3581.4 	3456.2 	3247.0 	3388.6 	3379.2 	3043.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,CZ	23435.2 	21381.0 	29717.9 	29108.7 	27891.3 	26292.5 	25385.0 	24622.3 	21673.0 	20512.2 	19619.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,DE	235643.7 p	210094.9 p	336685.9 p	331891.7 	325823.1 	312684.6 	303430.0 	281522.4 	255397.0 	244473.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,DK	23753.6 	21370.6 	39029.5 	39552.5 	38289.1 	35407.2 	33559.3 	33357.9 	33326.1 	34741.4 	34805.5 	31583.6 	31099.7 	35081.5 	34271.2 	32707.4 	28778.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,EE	3767.0 	3330.9 	4342.4 	4320.3 	4280.0 	4454.4 	4233.5 	4891.5 	4568.8 	5259.8 	5071.5 	4123.4 	3166.1 	4197.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,EL	7602.6 p	5839.6 p	11598.6 	10723.7 	9808.2 	9480.2 	9420.0 	11126.5 	9824.9 	9078.1 	8947.7 	9261.2 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,FI	16623.0 	15555.0 	20860.0 	20344.0 	19356.0 	18310.0 	16847.0 	16747.0 	16842.0 	16245.0 	16932.0 	15206.0 	14522.0 	18007.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,FR	71410.8 	68667.8 p	102900.4 p	102602.3 	99864.3 	97452.1 	96397.0 	90079.4 	85374.3 	80941.3 	79075.6 	74681.4 	70138.2 	89225.0 	93332.1 	86955.9 	85775.6 	82078.9 	66294.4 	72396.4 	70596.2 	71764.5 	65517.5 	60741.8 	56029.7 	48452.3 	45168.9 	43353.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,HR	4373.2 p	2827.4 	4195.4 	3836.8 	3387.4 	3023.8 	2678.7 	2361.7 	2026.5 	1799.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,HU	22102.9 p	20263.2 	27104.3 	25895.9 	24083.2 	22666.0 	21348.3 	19329.9 	17260.8 	15982.5 	16832.0 	15541.8 	14295.9 	16965.2 	19054.6 	13166.1 	10718.0 	9643.4 	6022.5 	6471.9 	4830.6 	4696.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,IE	25639.4 	20902.1 	75452.5 	71736.1 	67495.3 	64372.4 	58659.0 	49024.7 	44886.2 	45051.6 	43549.8 	43566.6 	42249.0 	43055.6 	47020.5 	40887.8 	38093.0 	35985.4 	33170.9 	41156.0 	38021.7 	31663.6 	26124.7 	53369.2 	43480.9 	36976.0 	32893.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,IT	50668.2 	46164.2 	81602.6 	79313.6 	76355.0 	72689.8 	71513.8 	67188.1 	63897.5 	61214.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,LT	7693.0 	6041.6 	7633.3 	7373.4 	6786.0 	6462.9 	6105.5 	5240.7 	7471.4 	6975.6 	5923.6 	6393.5 	5886.4 	6702.9 	6319.4 	5809.4 	4929.4 	3583.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,LU	6668.1 p	6125.8 	21912.5 	19696.0 	17725.2 	17358.1 	17292.9 	15707.5 	13552.0 	12218.4 	10958.4 	10226.5 	9115.3 	9805.3 	9139.7 	8043.5 	6775.8 	6303.1 	5990.8 	6038.3 	5554.6 	4603.1 	3863.0 	31018.0 	27161.3 	24488.3 	23086.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,LV	3007.2 	2908.5 	3931.1 	4050.8 	3735.2 	3489.2 	3206.8 	5354.5 	4751.1 	4472.0 	4158.3 	3463.1 	3037.3 	3579.7 	3659.7 	3208.4 	3180.4 	2667.1 	2212.2 	2155.3 	2065.2 	1669.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,MT	951.7 	701.5 	2324.7 	2124.7 	2132.2 	2192.6 	2928.7 	1990.5 	1690.4 	1462.8 	1430.3 	1347.6 	1202.1 	1372.1 	1426.3 	1052.3 	943.5 	876.5 	871.7 e	898.1 e	831.0 e	910.9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,NL	77037.5 p	72248.0 	111747.0 	111530.0 	108170.3 	104134.0 	100118.0 	91510.7 	85758.5 	78176.1 	75537.4 	71235.4 	69220.5 	79768.4 	76837.5 	58343.4 	61708.5 	57046.0 	46100.2 	47509.1 	47981.2 	48516.3 	43238.0 	38094.2 	34973.0 	30436.1 	29237.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,PL	47247.7 	42036.5 	60673.3 	58493.1 	54931.3 	51381.2 	47081.3 	45006.8 	43017.4 	40820.7 	38864.3 	36220.2 	30852.8 	37354.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,PT	4955.5 p	3789.0 	13161.4 	12451.3 	12190.3 	11174.5 	10346.8 	9403.9 	8990.3 	8241.8 	8004.8 	7548.2 	7223.5 	7800.5 	8281.1 	7640.8 	7102.0 	7377.6 	6751.8 	6666.0 	6625.2 	6591.5 	6222.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,RO	15281.1 b	12867.6 b	18909.3 	17476.5 	16093.6 	15051.6 	12828.5 	11773.2 	10677.0 	9210.6 	8952.2 	7712.7 	6604.9 	7095.6 	6384.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,RS	5583.3 p	4804.7 	5373.3 	4884.9 	4316.4 	3671.4 	3007.9 	2659.4 	2401.1 	1824.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,SE	28403.9 	25271.1 	43976.1 	41452.0 	39124.9 	37661.6 	37954.5 	35311.7 	32383.7 	32539.6 	31293.3 	30091.5 	27513.2 	32531.3 	33668.8 	31694.0 	29545.2 	27467.4 	25197.5 	22589.6 	22070.3 	21940.6 	19490.2 	18232.7 	16749.2 	14706.0 	14078.5 	12607.9 	11060.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,SI	8846.7 	7760.7 	9178.3 	8495.9 	7939.9 	7353.1 	6777.9 	6446.9 	5023.9 	3891.5 	3997.6 	3780.6 	3240.5 	4566.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,SK	29439.5 	24927.3 	30547.5 	30213.6 	30053.5 	28984.0 	28491.0 	26505.0 	25561.8 	24138.6 	21724.3 	19513.8 	16405.2 	19462.7 	18294.2 	15741.2 	13193.4 	7477.9 	813.5 	972.4 	837.3 	640.1 	509.2 	398.2 	298.1 	279.6 	241.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S2112,UK	: 	: 	39939.9 	41048.4 	39217.7 	38743.0 	36816.7 	36805.9 	35345.9 	33810.6 	35874.4 	34355.8 	31096.3 	34554.3 	34477.8 	39143.6 	30119.3 	27845.1 	26212.9 	26328.9 	25182.2 	24445.6 	22201.2 	22618.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S212,BE	3038.4 p	3831.5 p	3993.7 	3660.7 	3520.4 	3433.7 	3019.5 	2740.4 	2857.6 	2770.1 	2638.6 	2505.3 	2735.3 	2604.1 	2784.8 	2525.1 	2072.5 	1831.3 	1445.8 	2051.6 	1734.7 	1514.4 	1476.7 	1650.7 	1735.9 	1728.0 	1739.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S212,CY	15.9 p	31.8 p	30.1 	38.3 	27.3 	19.6 	22.0 	21.2 	25.9 	19.5 	19.3 	24.4 	24.9 	24.2 	28.6 	28.3 	28.2 	21.0 	7.1 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S212,DE	0.0 p	0.0 p	0.0 p	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S212,EE	23.0 	14.1 	17.4 	16.5 	10.9 	10.1 	9.0 	9.7 	7.5 	8.0 	9.0 	6.5 	5.8 	9.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S212,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S212,IE	51.2 	26.3 	33.6 	32.0 	38.6 	31.9 	28.8 	29.1 	26.4 	24.2 	25.3 	23.7 	23.6 	26.0 	29.0 	26.3 	25.5 	19.2 	14.4 	16.0 	19.4 	14.0 	11.5 	10.0 	8.1 	6.9 	6.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S212,IT	469.3 	396.4 	467.1 	476.1 	489.6 	565.1 	614.0 	496.9 	499.7 	552.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S212,LT	28.4 	24.2 	23.6 	22.1 	19.7 	24.8 	24.6 	21.3 	18.2 	16.2 	15.1 	13.7 	14.5 	21.1 	17.0 	15.2 	14.5 	6.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S212,LU	863.1 p	893.4 	860.6 	874.8 	827.0 	838.2 	727.6 	728.4 	689.2 	750.3 	749.0 	760.0 	890.4 	865.4 	858.1 	707.5 	674.6 	744.3 	757.0 	671.4 	627.1 	569.3 	553.5 	728.2 	712.6 	723.7 	625.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S212,LV	11.9 	8.9 	9.6 	10.9 	10.1 	13.0 	11.4 	10.3 	7.5 	8.6 	8.4 	7.2 	6.3 	11.0 	13.3 	11.2 	11.1 	5.9 	0.5 	0.5 	1.7 	0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S212,NL	302.1 p	320.2 	354.5 	332.9 	308.0 	284.0 	304.0 	265.7 	242.5 	272.2 	262.9 	248.6 	237.1 	245.7 	232.4 	226.8 	207.6 	183.7 	179.1 	147.5 	200.6 	162.2 	151.9 	137.7 	131.0 	116.2 	109.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S212,RO	: 	: 	: 	: 	1.0 p	0.3 	0.5 	1.3 	1.6 	0.1 	0.0 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S212,SE	504.8 	297.0 	279.4 	256.1 	282.7 	329.4 	342.6 	328.7 	304.1 	267.4 	269.1 	329.0 	245.9 	266.9 	296.4 	196.5 	243.1 	156.2 	154.8 	85.0 	96.6 	123.2 	119.7 	130.0 	136.7 	118.6 	115.3 	116.3 	113.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S212,SI	0.1 	6.8 	4.3 	3.4 	1.5 	1.3 	0.4 	0.4 	0.5 	1.2 	0.4 	0.8 	0.8 	1.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S22,AT	56126.0 	53855.3 	53711.2 	50236.4 	48380.7 	49027.0 	48646.5 	44063.5 	43822.1 	43691.4 	44503.5 	40440.1 	42118.4 	43693.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S22,BE	154008.8 p	135911.5 p	117404.3 	113353.3 	112959.9 	106285.7 	97023.4 	95117.8 	91262.4 	91615.3 	89915.5 	81868.7 	66731.2 	75023.3 	73116.3 	66478.4 	64755.9 	59311.2 	56112.9 	56243.4 	52767.4 	53843.5 	46062.3 	47880.6 	48746.2 	39909.1 	38298.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S22,BG	13043.7 	11539.6 	12259.4 	11676.8 	12586.0 	11498.6 	10807.2 	10748.1 	10968.1 	10035.9 	9065.0 	8148.4 	6285.1 	8057.7 	7756.3 	6583.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S22,CY	12357.8 p	10850.9 p	8583.3 	8205.2 	7705.7 	6737.6 	6334.7 	5883.2 	5649.3 	5769.4 	5467.5 	5064.9 	4614.7 	4435.5 	2957.1 	3150.1 	3636.5 	3740.4 	3924.6 	4637.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S22,CZ	35846.8 	34079.3 	31123.4 	29977.2 	29011.6 	26867.5 	25897.2 	24549.9 	23956.6 	24601.0 	20171.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S22,DE	758852.2 p	705779.1 p	668224.5 p	664065.5 	657609.8 	625952.2 	620738.0 	590508.1 	578031.2 	580576.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S22,DK	98867.8 	92412.0 	84250.8 	77847.8 	74684.8 	70636.0 	71277.9 	67288.7 	64587.9 	63632.6 	59901.9 	54953.2 	52185.2 	55367.8 	52572.9 	49381.4 	43737.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S22,EE	7034.6 	5895.9 	5295.6 	4492.5 	4470.5 	4121.4 	3807.3 	4301.8 	4451.2 	5120.6 	4533.7 	3335.4 	2584.7 	3391.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S22,EL	34718.8 p	29004.9 p	33626.5 	32777.8 	29848.2 	26162.2 	27199.0 	24218.2 	23233.0 	24005.1 	22189.4 	22057.4 b	19709.9 	24860.4 	22982.6 	22419.7 	21278.6 	21490.4 	18262.7 	18082.3 	23434.8 	24333.6 	18042.8 	14387.2 	13746.8 	10978.4 	10387.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S22,FI	43092.0 	41358.0 	39239.0 	38009.0 	37105.0 	34413.0 	34120.0 	35364.0 	35758.0 	37082.0 	36836.0 	37704.0 	34658.0 	41769.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S22,FR	310165.9 	277342.8 p	328018.5 p	322211.3 	307266.5 	289374.9 	289924.0 	281666.9 	278961.4 	269835.0 	251238.3 	240273.7 	222909.7 	244584.4 	230083.9 	226404.4 	206352.4 	193834.9 	191004.1 	192834.1 	186727.3 	175842.7 	151104.3 	149278.4 	138943.9 	122599.1 	121495.7 	110690.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S22,HR	7862.0 p	6020.5 	7083.2 	6404.8 	6747.9 	5952.3 	5621.3 	5363.6 	5194.7 	5434.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S22,HU	32137.5 p	27426.1 	24190.3 	22867.5 	22235.5 	21614.3 	23449.7 	19372.6 	20269.0 	19698.6 	19578.8 	18767.3 	16160.6 	17905.0 	16844.7 	17828.1 	13441.9 	10930.6 	11097.5 	10451.3 	10781.6 	9207.2 	6702.0 	6311.6 	5272.7 	4093.0 	3373.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S22,IE	379613.0 	346769.5 	261304.3 	220340.1 	209965.5 	184287.9 	175367.7 	105426.2 	88593.9 	80428.8 	81366.4 	76235.8 	67114.7 	62198.4 	62224.7 	58356.5 	51099.1 	50586.6 	49927.6 	46837.9 	48119.7 	40851.0 	33704.1 	29126.0 	23713.8 	20187.4 	17954.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CLV15_MEUR,P6_S22,IT	250342.6 	222225.3 	234113.3 	233087.9 	232205.9 	225120.1 	223913.0 	218123.5 	216094.0 	212867.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
